"CNPJ_Companhia","Data_Referencia","Versao","ID_Documento","Quantidade_Acionistas_PF","Quantidade_Acionistas_PJ","Quantidade_Acionistas_Investidores_Institucionais","Quantidade_Acoes_Ordinarias_Circulacao","Percentual_Acoes_Ordinarias_Circulacao","Quantidade_Acoes_Preferenciais_Circulacao","Percentual_Acoes_Preferenciais_Circulacao","Quantidade_Total_Acoes_Circulacao","Percentual_Total_Acoes_Circulacao","Data_Ultima_Assembleia"
"42.150.391/0001-70","2021-01-01",6,110484,42355,3277,383,12907077,2.858,265142526,76.731,278049603,34.877,"2021-04-13"
"42.233.757/0001-75","2021-01-01",1,106319,1,1,0,0,0,0,0,0,0,"2021-07-02"
"42.278.291/0001-24","2021-01-01",4,110325,20098,441,136,100881561,95.31,0,0,100881561,95.31,"2021-04-20"
"42.278.473/0001-03","2021-01-01",5,110840,87391,466,122,77540728,48.491,0,0,77540728,48.491,"2021-04-15"
"42.331.462/0001-31","2021-01-01",1,105176,879,11,0,1923293,12.94225,0,0,1923293,12.94225,"2021-04-30"
"42.500.384/0001-51","2021-07-01",1,108772,0,0,2,0,0,0,0,0,0,"2021-09-24"
"42.500.384/0001-51","2021-10-01",2,110571,0,0,2,0,0,0,0,0,0,"2021-10-28"
"42.603.513/0001-37","2021-01-01",2,110863,0,2,0,0,0,0,0,0,0,"2021-05-04"
"42.771.949/0001-35","2021-01-01",12,109422,12213,100,132,54141659,45.77,0,0,54141659,45.77,"2021-10-27"
"42.938.083/0001-04","2021-09-01",2,110756,0,2,0,0,0,0,0,0,0,"2021-08-05"
"43.185.362/0001-07","2021-01-01",1,105340,1834,19,0,6048758,48,0,0,6048758,48,"2020-07-31"
"43.283.811/0001-50","2021-01-01",1,105333,2,0,0,0,0,0,0,0,0,"2021-01-29"
"43.470.988/0001-65","2021-01-01",2,108263,17742,116,350,199399963,94.1,0,0,199399963,94.1,"2021-04-28"
"43.776.517/0001-80","2021-01-01",7,110583,42911,1683,118,340001934,49.74353,0,0,340001934,49.74353,"2021-04-29"
"43.948.405/0001-69","2021-01-01",2,110851,58,4,0,0,0,0,0,0,0,"2021-09-21"
"45.242.914/0001-05","2021-01-01",5,111014,28823,143,412,106394635,34.516249,0,0,106394635,34.516249,"2021-04-30"
"45.365.558/0001-09","2021-01-01",8,109110,4,3,134,50695515,35.44,0,0,50695515,35.44,"2021-08-16"
"45.453.214/0001-51","2021-01-01",2,106228,14927,111,78,87499778,70.671042,0,0,87499778,70.671042,"2021-04-28"
"45.987.245/0001-92","2021-01-01",6,110748,1176,52,36,5680227,36.811303,0,0,5680227,36.811303,"2021-12-06"
"46.119.855/0001-37","2021-01-01",5,109278,10,4,0,0,0,0,0,0,0,"2019-04-26"
"47.508.411/0001-56","2021-01-01",8,110736,60012,425,902,156946474,58.485,0,0,156946474,58.485,"2021-04-28"
"47.509.120/0001-82","2021-01-01",3,105963,0,1,0,0,0,0,0,0,0,"2021-04-28"
"47.960.950/0001-21","2021-01-01",8,111003,579661,2405,924,2896234638,42.914003,0,0,2896234638,42.914003,"2021-08-26"
"49.263.189/0001-02","2021-01-01",2,106461,38060,280,41,65306596,48.790492,0,0,65306596,48.790492,"2021-07-06"
"49.669.856/0001-43","2021-01-01",7,110984,5017,126,0,38348692,55.7,0,0,38348692,55.7,"2020-04-13"
"50.564.053/0001-03","2021-01-01",6,110442,8295,38,26,0,0,71002962,57.775587,71002962,27.255392,"2021-04-30"
"50.746.577/0001-15","2021-01-01",5,110270,77611,1915,1517,1169237744,62.390261,0,0,1169237744,62.390261,"2021-04-30"
"50.926.955/0001-42","2021-01-01",3,110735,21370,88,203,73766391,30.02,0,0,73766391,30.02,"2021-04-23"
"51.128.999/0001-90","2021-01-01",1,105053,214,5,1,32134,25.115676,0,0,32134,25.115676,"2021-04-30"
"51.218.147/0001-93","2021-01-01",3,110470,43946,1064,0,85748277,48.5519,0,0,85748277,48.5519,"2021-05-10"
"51.466.860/0001-56","2021-03-31",5,107401,12495,197,367,143032073,40.4032,0,0,143032073,40.4032,"2020-07-31"
"51.928.174/0001-50","2021-01-01",2,105255,1515,18,0,4970927,40,0,0,4970927,40,"2021-04-30"
"52.123.916/0001-32","2021-01-01",2,110336,6,1,0,0,0,0,0,0,0,"2021-10-28"
"52.548.435/0001-79","2021-01-01",3,110799,0,12,3,63399039,22.13,0,0,63399039,22.13,"2021-04-29"
"53.113.791/0001-22","2021-01-01",6,108865,65401,480,1191,519851955,84.23,0,0,519851955,84.23,"2021-04-20"
"56.444.250/0001-75","2021-01-01",2,109095,3,1,0,2327,100,0,0,2327,100,"2020-06-12"
"56.643.018/0001-66","2021-01-01",2,106529,6243,41,142,12801118,40.95,56134521,91.48,68935639,74.43,"2021-04-30"
"56.720.428/0001-63","2021-01-01",4,109403,36588,97,235,37272660,50.8,0,0,37272660,50.8,"2021-03-16"
"56.992.423/0001-90","2021-01-01",5,109021,458,20,4,136990,30.124,0,0,136990,30.124,"2021-04-30"
"58.119.199/0001-51","2021-01-01",4,110645,64938,262,557,257081661,48.38,0,0,257081661,48.38,"2021-04-05"
"58.430.828/0001-60","2021-01-01",17,108998,2263,19,209,31393939,17.5,0,0,31393939,17.5,"2021-04-15"
"59.105.999/0001-86","2021-01-01",5,110905,2896700,94,12,8197233,0.8,20503796,4.32,28701029,1.91,"2021-04-28"
"59.285.411/0001-13","2021-01-01",16,108922,51571,622,125,2,0,341124068,62.30628,341124070,28.307733,"2021-04-29"
"59.418.806/0001-47","2021-01-01",5,110422,6208,11,112,0,0,54241204,75.34,54241204,5.71,"2021-05-18"
"59.717.553/0001-02","2021-01-01",6,109062,4,1,0,172313238,21,0,0,172313238,21,"2021-05-11"
"59.789.545/0001-71","2021-01-01",2,108848,5,2,0,0,0,0,0,0,0,"2021-04-30"
"59.981.829/0001-65","2021-01-01",4,108549,8,1,0,0,0,0,0,0,0,"2021-04-08"
"60.398.369/0004-79","2021-01-01",5,110805,18545,201,26,43403849,99.9965,0,0,43403849,99.9965,"2021-08-20"
"60.444.437/0001-46","2021-01-01",19,111008,0,1,0,0,0,0,0,0,0,"2021-04-29"
"60.476.884/0001-87","2021-01-01",1,105160,66061,291,145,38492518,30,0,0,38492518,30,"2021-04-29"
"60.500.139/0001-26","2021-01-01",2,108752,13825,32,24,7456006,37.2666,24461094,94.5518,31917100,69.5699,"2020-07-20"
"60.537.263/0001-66","2021-01-01",3,110357,5251,40,49,98848435,47.243521,0,0,98848435,47.243521,"2021-11-10"
"60.543.816/0001-93","2021-01-01",6,110904,54904,1172,63,233872430,20.769353,360027960,31.972763,593900390,52.742115,"2021-11-22"
"60.637.238/0001-54","2021-01-01",13,111022,2915,31,19,6692264,100,13384380,100,20076644,100,"2021-04-30"
"60.651.809/0001-05","2021-01-01",1,105541,23,2,0,0,0,0,0,0,0,"2021-04-30"
"60.730.348/0001-66","2021-01-01",3,110821,254,22,3,329814,5.87,425497,55.02,755311,11.8,"2021-04-30"
"60.746.948/0001-12","2021-01-01",7,109567,720919,35954,1259,1378842305,28.309616,4691427537,96.760384,6070269842,62.45725,"2021-07-30"
"60.770.336/0001-65","2021-01-01",5,108921,17409,2545,9,7201553,13.465345,12754380,36.318169,19955933,22.523478,"2021-03-31"
"60.840.055/0001-31","2021-01-01",6,109550,218590,415,728,303425821,100,0,0,303425821,100,"2021-04-30"
"60.851.615/0001-53","2021-01-01",1,105264,1024,18,17,252907,41.652,977179,98.426,1230086,76.88,"2019-04-30"
"60.872.504/0001-23","2021-01-01",11,110621,491554,11554,1222,385293206,7.770687,4780002924,98.641268,5165296130,52.684872,"2021-05-07"
"60.884.319/0001-59","2021-01-01",1,105561,333,10,0,71121,1.0741,0,0,71121,1.0741,"2017-04-27"
"60.894.730/0001-05","2021-01-01",6,110605,86567,1332,430,161021803,22.832,514746912,93.96,675768715,53.93,"2021-04-29"
"60.933.603/0001-78","2021-01-01",9,110793,38322,421,723,7050066,2.152674,189319497,57.807008,196369563,59.959683,"2021-04-30"
"61.022.042/0001-18","2021-01-01",1,105588,234,10,0,7044,5.68,45217,18.23,52261,14.04,"2020-04-24"
"61.065.298/0001-02","2021-01-01",4,110459,1335,29,10,1547,0.07,2720810,73.22,2722357,47.07,"2021-04-28"
"61.065.751/0001-80","2021-01-01",3,106500,4260,94,51,16141939,94.103783,0,0,16141939,94.103783,"2021-04-30"
"61.079.117/0001-05","2021-01-01",7,110371,17088,874,162,11390682,3.771616,167963777,58.718013,179354459,30.499232,"2021-04-22"
"61.080.313/0001-91","2021-01-01",1,103765,2539,36,0,17667940,43.836567,61974046,99.507546,79641986,77.635221,"2016-04-30"
"61.082.004/0001-50","2021-01-01",4,110814,1119,26,0,14213,5.274819,538886,99.997402,553099,68.423208,"2021-04-29"
"61.088.894/0001-08","2021-01-01",2,109315,6810,45,23,42275080,100,0,0,42275080,100,"2021-09-15"
"61.092.037/0001-81","2021-01-01",6,110874,21091,100,113,61243163,99.136546,0,0,61243163,99.136546,"2021-04-20"
"61.156.113/0001-75","2021-01-01",5,110011,59328,214,304,137561133,89.488349,0,0,137561133,89.488349,"2021-04-23"
"61.156.931/0001-78","2021-01-01",4,110462,5,1,0,1334,21.34,7832,63.44,9166,49.29,"2021-04-30"
"61.186.680/0001-74","2021-01-01",10,110856,48232,314,46,1251558,0.336,100300860,47.641,101552418,17.412,"2021-04-30"
"61.189.288/0001-89","2021-01-01",5,109643,42870,147,255,111646974,42.667,0,0,111646974,42.667,"2021-04-30"
"61.351.532/0001-68","2021-01-01",6,108240,12896,161,29,8933006,49.217663,33673269,92.763826,42606275,78.248438,"2021-05-27"
"61.374.161/0001-30","2021-01-01",1,105399,1085,17,0,247660,5.05,2241775,45.75,2489435,25.4,"2021-04-30"
"61.409.892/0001-73","2021-01-01",6,110857,7782,214,194,143721645,24.121115,0,0,143721645,24.121115,"2021-08-17"
"61.486.650/0001-83","2021-01-01",13,110816,473,12,259,58226431,10.63,0,0,58226431,10.63,"2021-05-03"
"61.532.644/0001-15","2021-01-01",4,110893,956974,4408,0,1114419005,36.727025,4736048447,81.697899,5850467452,66.246539,"2021-04-30"
"61.584.140/0001-49","2021-01-01",2,110902,7570,697,7,8975847,0.43,0,0,8975847,0.43,"2021-04-28"
"61.585.865/0001-51","2021-01-01",3,110349,61752,201,1422,1071076905,64.837911,0,0,1071076905,64.837911,"2021-04-30"
"61.695.227/0001-93","2021-01-01",3,110632,0,1,0,0,0,0,0,0,0,"2020-04-26"
"61.856.571/0001-17","2021-01-01",3,109916,5622,109,45,163435,0.16,975775,3.4,1139210,0.86,"2021-04-28"
"62.002.886/0001-60","2021-01-01",7,110995,2795,875,0,170215,1.992241,107515,1.258384,277730,3.250626,"2021-04-29"
"62.144.175/0001-20","2021-01-01",4,108361,16365,69,26,0,0,54112356,74.555544,54112356,36.52347,"2021-05-12"
"62.232.889/0001-90","2021-01-01",2,105296,5,0,0,0,0,0,0,0,0,"2020-03-05"
"62.258.884/0001-36","2021-01-01",3,108919,0,1,0,0,0,0,0,0,0,"2021-06-22"
"62.307.848/0001-15","2021-01-01",1,105183,0,2,0,0,0,0,0,0,0,"2020-04-30"
"62.984.091/0001-02","2021-01-01",7,108817,2563,30,180,77755200,20.364241,0,0,77755200,20.364241,"2021-04-30"
"64.904.295/0001-03","2021-02-28",7,106391,48921,145,135,114748945,31.013228,0,0,114748945,31.013228,"2021-06-30"
"65.654.303/0001-73","2021-01-01",4,109800,0,1,0,0,0,0,0,0,0,"2021-04-30"
"67.010.660/0001-24","2021-01-01",3,110785,1679,24,41,15049835,34.384055,0,0,15049835,34.348055,"2020-06-29"
"67.571.414/0001-41","2021-01-01",6,110515,35561,320,0,142902713,100,0,0,142902713,100,"2021-07-14"
"67.620.377/0001-14","2021-01-01",10,111032,88999,916,595,254073639,41.877912,0,0,254073639,41.877912,"2021-04-12"
"71.208.516/0001-74","2021-01-01",2,108325,531,286,0,81911749,27.76483,0,0,81911749,27.76483,"2021-04-27"
"71.476.527/0001-35","2021-01-01",13,110743,20247,589,0,96139516,92.14,0,0,96139516,92.14,"2021-04-30"
"71.673.990/0001-77","2021-01-01",3,107443,0,1,0,0,0,0,0,0,0,"2020-06-26"
"73.178.600/0001-18","2021-01-01",7,110790,90274,3622,511,281609283,70.448,0,0,281609283,70.448,"2021-04-23"
"73.903.718/0001-61","2021-01-01",1,105166,1,1,0,0,0,0,0,0,0,"2019-04-25"
"75.315.333/0001-09","2021-01-01",5,108767,20188,462,677,410988561,20.701664,0,0,410988561,20.701664,"2021-04-13"
"75.609.123/0001-23","2021-01-01",5,110521,0,1,1,0,0,0,0,0,0,"2021-04-30"
"76.483.817/0001-20","2021-01-01",7,110896,84214,1051,307,319774264,30.336511,1566493506,93.107143,1886267770,68.928584,"2021-04-28"
"76.484.013/0001-45","2021-01-01",4,108193,388901,1826,548,201076373,39.9171,1007468757,99.9999,1208545130,79.9723,"2021-04-22"
"76.535.764/0001-43","2021-01-01",8,110722,1343512,213447,1313,5796444466,90,155915479,98.851,5952359945,90.212,"2021-04-30"
"76.627.504/0001-06","2021-01-01",6,110992,0,0,0,0,0,0,0,0,0,""
"78.876.950/0001-71","2021-01-01",6,110624,0,1,0,0,0,0,0,0,0,"2021-09-14"
"79.430.682/0001-22","2021-01-01",2,107118,3,0,0,0,0,0,0,0,0,"2020-10-13"
"80.227.184/0001-66","2021-01-01",2,110564,1130,19,0,1313,1.63211,41850,26.01059,43163,17.844305,"2021-04-29"
"81.243.735/0001-48","2021-01-01",6,110923,34621,104,167,78053723,55.04,0,0,78053723,55.04,"2021-04-30"
"82.120.676/0001-83","2021-01-01",2,110450,1,1,0,0,0,0,0,0,0,"2021-06-23"
"82.508.433/0001-17","2021-01-01",7,110892,80,20,0,49775,0.01,42977,0.01,92752,0.01,"2021-12-16"
"82.636.986/0001-55","2021-01-01",1,105329,0,0,0,0,100,0,100,0,100,""
"82.640.558/0001-04","2021-01-01",1,105665,1100,198,43,116674,4.1,768900,23.1,885574,14.3,"2020-04-30"
"82.643.537/0001-34","2021-01-01",4,108681,5915,42,13,9750000,43.333333,12750000,56.666667,22500000,100,"2021-09-16"
"82.901.000/0001-27","2021-01-01",2,110809,27097,219,243,114575879,34.973146,0,0,114575879,34.973146,"2021-04-30"
"82.982.075/0001-80","2021-01-01",1,105226,606,26,13,1456603,100,2802677,100,4259280,100,"2021-04-27"
"83.475.913/0001-91","2021-01-01",2,106098,26474,366,47,66269176,42.88,0,0,66269176,42.88,"2021-04-27"
"83.878.892/0001-55","2021-01-01",6,110996,5139,520,450,6297457,40.56,22810127,98.98,29107584,75.46,"2021-04-30"
"84.429.695/0001-11","2021-01-01",1,105146,345714,3338,1844,1484859030,35.376377,0,0,1484859030,35.376377,"2021-04-27"
"84.683.374/0001-49","2021-01-01",6,110263,39890,487,317,67547494,46.850233,0,0,67547494,46.850233,"2021-04-30"
"84.683.408/0001-03","2021-01-01",2,109025,1499,31,0,73608,0.13514,9586722,45.268506,9660330,12.770565,"2021-04-30"
"84.683.671/0001-94","2021-01-01",1,105335,1559,20,8,18666,2.720997,1004233,73.194718,1022899,49.703475,"2021-04-30"
"84.684.455/0001-63","2021-01-01",5,110285,1,2,0,0,0,0,0,0,0,"2021-08-19"
"84.693.183/0001-68","2021-01-01",3,108524,28579,180,85,14023286,18.367977,86997462,85.007431,101020748,56.534906,"2021-09-03"
"85.041.333/0001-11","2021-01-01",3,108405,0,4,0,85937255,37.14,145449893,62.86,231387148,100,"2017-08-08"
"85.778.074/0001-06","2021-01-01",3,108733,138,12,12,0,0,139898,58.290833,139898,23.996226,"2021-05-05"
"86.375.425/0001-09","2021-01-01",1,104647,16,2,6,51959,1.23,3033819,61.6,3085778,33.77,"2021-04-27"
"86.550.951/0001-50","2021-01-01",6,110429,1967,10,0,733000,36.63,0,0,733000,36.63,"2021-04-29"
"87.043.832/0001-73","2021-01-01",4,110831,338,880,19,2,0,432672,100,432674,100,"2021-04-30"
"87.456.562/0001-22","2021-01-01",3,107609,125,6,6,440759,4.22,130868,99.62,571627,5.4,"2021-04-29"
"87.762.563/0001-03","2021-01-01",3,110475,3,1,0,0,0,3826726,64.311,3826726,64.311,"2021-04-28"
"88.610.126/0001-29","2021-01-01",4,107374,9596,51,106,75878489,34.876024,0,0,75878489,34.876024,"2021-04-13"
"88.610.191/0001-54","2021-01-01",2,110794,3026,142,12,1669373,67.306371,0,0,1669373,67.306371,"2021-04-29"
"88.611.835/0001-29","2021-01-01",2,106393,83453,415,231,166592328,48.76,557765916,92.15,724358244,76.5,"2021-03-30"
"88.613.658/0001-10","2021-06-30",3,110436,1286,56,0,385220,2.405081,31585060,98.612207,31970280,66.540306,"2019-10-30"
"89.086.144/0001-16","2021-01-01",4,110807,39593,519,599,21308966,18.29,177628801,77.48,198937767,57.5,"2021-06-11"
"89.096.457/0001-55","2021-01-01",5,110509,49180,247,646,89042697,46.11,0,0,89042697,46.11,"2021-04-29"
"89.463.822/0001-12","2021-01-01",7,110852,12618,83,26,29116703,100,0,0,29116703,100,"2021-12-16"
"89.637.490/0001-45","2021-01-01",8,109275,173547,1751,56,922294338,44.3,3251977589,91.96,4174271927,74.3,"2021-03-24"
"89.723.993/0001-33","2021-01-01",2,107607,397,7,12,911080,12.164407,5084090,99.487504,5995170,47.580715,"2017-07-17"
"89.850.341/0001-60","2021-01-01",3,109534,47234,394,133,268364780,29.75,0,0,268364780,29.75,"2021-04-12"
"90.076.886/0001-40","2021-01-01",4,110653,2541,61,0,3387072,47.704568,0,0,3387072,47.704568,"2021-06-14"
"90.400.888/0001-42","2021-01-01",9,111020,230961,16492,1075,362703399,9.498098,390507811,10.612,753211210,10.045,"2021-04-30"
"90.441.460/0001-48","2021-01-01",2,108830,8865,76,9,28508438,43.138155,0,0,28508438,43.138155,"2021-04-27"
"91.333.666/0001-17","2021-01-01",1,104987,13959,28,14,25408950,33.51,50414424,66.49,75823374,100,"2021-04-20"
"91.495.499/0001-00","2021-01-01",1,104842,0,3,0,0,0,0,0,0,0,"2021-04-23"
"91.669.747/0001-92","2021-01-01",1,104746,254,21,0,300101,32.84,0,0,300101,32.84,"2015-04-28"
"91.983.056/0001-69","2021-01-01",8,110604,10558,95,200,30324161,99.911719,0,0,30324161,99.911719,"2021-08-05"
"92.012.467/0001-70","2021-01-01",2,105840,9828,40,67,2567496,31.7312,8774860,76.5483,11342356,0.580037,"2021-04-30"
"92.660.570/0001-26","2021-01-01",1,105243,383,5,10,256800,11.174935,1320300,45.559,1577100,30.352,"2021-04-22"
"92.665.611/0001-77","2021-01-01",7,109519,41266,465,44,71745377,47.710187,0,0,71745377,47.710187,"2021-04-30"
"92.690.783/0001-09","2021-01-01",8,111041,93504,1007,507,90953948,11.52,698275321,88.48,789229269,72.59,"2021-04-23"
"92.693.019/0001-89","2021-01-01",2,107442,650,92,8,389333,1.699618,705145,68.775444,1094478,4.573212,"2021-08-03"
"92.702.067/0001-96","2021-01-01",11,110638,157276,4814,548,3839426,1.87,203157426,99.63,206996852,50.61,"2021-04-27"
"92.715.812/0001-31","2021-01-01",8,110916,126,216,0,3126054,32.88,150485,99.28,3276539,33.92,"2021-10-15"
"92.721.232/0001-57","2021-01-01",4,110311,224,46,1,0,0,0,0,0,0,"2021-04-26"
"92.749.225/0001-63","2021-01-01",3,106431,955,35,1,2804,1.6379,240946,71.1173,243750,47.7942,"2021-04-29"
"92.754.738/0001-62","2021-01-01",9,110477,127635,656,2200,979060006,99.02,0,0,979060006,99.02,"2021-04-29"
"92.781.335/0001-02","2021-01-01",6,110639,39259,552,9,7795474,16.784199,64925253,91.876898,72720727,62.095665,"2021-10-07"
"92.791.243/0001-03","2021-01-01",3,107316,33264,436,2,106103165,41.33,0,0,106103165,41.33,"2021-04-28"
"92.802.784/0001-90","2021-01-01",2,107127,0,9,0,0,0,0,0,0,0,"2020-06-16"
"92.934.215/0001-06","2021-01-01",4,108546,0,2,0,0,0,0,0,0,0,"2019-05-30"
"93.828.986/0001-73","2021-01-01",2,105741,575,28,0,12447,34.872384,23246,65.127616,35693,100,"2021-04-30"
"94.813.102/0001-70","2021-01-01",6,106509,6,6,0,109803922,22.222,0,0,109803922,22.222,"2021-06-07"
"95.426.862/0001-97","2021-01-01",1,105427,297,4,4,2223,0.078,1506413,63.42,1508636,28.889,"2021-04-19"
"96.298.013/0001-68","2021-01-01",6,111001,42,0,0,27100,2.1e-05,0,0,27100,2.1e-05,"2021-12-21"
"96.418.264/0218-02","2021-01-01",3,110628,27711,224,340,179211429,95.686,0,0,179211429,95.686,"2021-12-03"
"97.191.902/0001-94","2021-01-01",1,105276,429,10,0,112064,1.14,85888,6.01,197952,7.15,"2020-04-30"
"97.837.181/0001-47","2021-01-01",6,110836,17252,538,227,295712871,38.860351,0,0,295712871,38.860351,"2021-04-29"
